task_type,scheduled_hour,day_of_week,duration,previous_completion_rate,previous_task_status,activity_level,sleep_duration,user_preference,availability,completed,data_source
MEDITATION,7,1,10,0.35,NONE,VERY_ACTIVE,9.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,9,4,30,0.61,MISSED,LIGHTLY_ACTIVE,7.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,5,15,0.72,SKIPPED,LIGHTLY_ACTIVE,6.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,4,15,0.93,SKIPPED,VERY_ACTIVE,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,6,45,0.41,RESCHEDULED,MODERATELY_ACTIVE,7.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,1,30,0.5,COMPLETED,SEDENTARY,7.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,1,45,0.47,NONE,SEDENTARY,5.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,3,30,0.52,RESCHEDULED,LIGHTLY_ACTIVE,8.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,19,5,20,0.34,MISSED,LIGHTLY_ACTIVE,7.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,2,20,0.91,NONE,LIGHTLY_ACTIVE,8.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,2,10,0.83,NONE,SEDENTARY,7.1,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,5,15,0.74,SKIPPED,MODERATELY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,4,15,0.73,COMPLETED,VERY_ACTIVE,5.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,0,20,0.74,COMPLETED,SEDENTARY,8.6,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,6,45,0.86,COMPLETED,LIGHTLY_ACTIVE,9.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,6,15,0.61,COMPLETED,SEDENTARY,5.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,12,5,45,0.64,SKIPPED,LIGHTLY_ACTIVE,5.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,6,20,0.52,NONE,SEDENTARY,6.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,15,2,45,0.43,RESCHEDULED,LIGHTLY_ACTIVE,9.1,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,6,10,0.94,NONE,MODERATELY_ACTIVE,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,0,20,0.61,COMPLETED,VERY_ACTIVE,7.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,0,30,0.35,SKIPPED,SEDENTARY,9.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,17,2,15,0.58,RESCHEDULED,SEDENTARY,7.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,5,45,0.4,COMPLETED,MODERATELY_ACTIVE,9.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,8,1,30,0.39,NONE,VERY_ACTIVE,8.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,12,4,10,0.5,COMPLETED,MODERATELY_ACTIVE,6.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,6,15,0.39,MISSED,MODERATELY_ACTIVE,8.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,0,15,0.93,SKIPPED,LIGHTLY_ACTIVE,5.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,6,45,0.88,SKIPPED,MODERATELY_ACTIVE,5.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,9,0,10,0.34,MISSED,LIGHTLY_ACTIVE,8.4,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,6,20,0.51,COMPLETED,SEDENTARY,7.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,5,20,0.88,COMPLETED,VERY_ACTIVE,7.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,6,10,0.94,COMPLETED,MODERATELY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,5,30,0.58,COMPLETED,SEDENTARY,8.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,11,0,20,0.93,RESCHEDULED,MODERATELY_ACTIVE,5.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,1,45,0.8,COMPLETED,VERY_ACTIVE,7.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,11,0,10,0.63,NONE,SEDENTARY,8.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,1,20,0.44,COMPLETED,SEDENTARY,5.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,5,45,0.64,SKIPPED,MODERATELY_ACTIVE,8.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,3,15,0.38,RESCHEDULED,VERY_ACTIVE,6.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,2,10,0.47,MISSED,MODERATELY_ACTIVE,7.3,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,22,0,20,0.31,NONE,MODERATELY_ACTIVE,7.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,4,30,0.59,NONE,MODERATELY_ACTIVE,8.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,2,15,0.38,SKIPPED,MODERATELY_ACTIVE,6.9,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,2,10,0.9,COMPLETED,MODERATELY_ACTIVE,5.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,1,30,0.33,COMPLETED,LIGHTLY_ACTIVE,9.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,1,30,0.48,RESCHEDULED,SEDENTARY,6.3,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,4,20,0.78,SKIPPED,SEDENTARY,5.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,19,2,15,0.86,SKIPPED,MODERATELY_ACTIVE,8.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,2,20,0.37,MISSED,SEDENTARY,7.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,3,20,0.52,RESCHEDULED,SEDENTARY,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,3,20,0.56,NONE,SEDENTARY,8.0,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,1,30,0.34,COMPLETED,LIGHTLY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,15,6,45,0.92,MISSED,SEDENTARY,8.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,6,30,0.33,RESCHEDULED,LIGHTLY_ACTIVE,8.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,1,20,0.89,RESCHEDULED,LIGHTLY_ACTIVE,6.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,17,5,20,0.92,RESCHEDULED,MODERATELY_ACTIVE,5.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,1,20,0.75,SKIPPED,VERY_ACTIVE,4.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,21,5,20,0.49,NONE,SEDENTARY,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,2,45,0.86,MISSED,LIGHTLY_ACTIVE,7.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,10,2,20,0.93,MISSED,LIGHTLY_ACTIVE,8.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,5,20,0.76,MISSED,VERY_ACTIVE,6.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,9,2,45,0.82,RESCHEDULED,MODERATELY_ACTIVE,8.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,16,5,30,0.93,SKIPPED,SEDENTARY,6.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,8,4,15,0.83,SKIPPED,LIGHTLY_ACTIVE,4.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,11,0,15,0.77,NONE,VERY_ACTIVE,6.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,6,45,0.56,NONE,LIGHTLY_ACTIVE,6.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,21,4,15,0.68,MISSED,VERY_ACTIVE,6.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,10,1,15,0.38,COMPLETED,LIGHTLY_ACTIVE,5.7,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,12,4,45,0.78,RESCHEDULED,LIGHTLY_ACTIVE,5.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,7,6,15,0.52,SKIPPED,MODERATELY_ACTIVE,7.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,5,20,0.3,NONE,MODERATELY_ACTIVE,7.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,5,20,0.4,COMPLETED,LIGHTLY_ACTIVE,8.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,5,15,0.74,NONE,SEDENTARY,8.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,9,0,60,0.37,COMPLETED,VERY_ACTIVE,7.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,6,30,0.31,RESCHEDULED,VERY_ACTIVE,8.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,6,10,0.88,RESCHEDULED,VERY_ACTIVE,7.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,0,20,0.42,COMPLETED,MODERATELY_ACTIVE,6.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,17,4,10,0.35,NONE,LIGHTLY_ACTIVE,8.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,10,4,30,0.85,MISSED,SEDENTARY,6.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,14,5,30,0.44,RESCHEDULED,SEDENTARY,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,21,6,30,0.7,MISSED,LIGHTLY_ACTIVE,8.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,6,10,0.41,MISSED,VERY_ACTIVE,7.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,0,20,0.34,MISSED,SEDENTARY,7.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,4,20,0.81,RESCHEDULED,VERY_ACTIVE,8.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,16,3,10,0.32,SKIPPED,SEDENTARY,7.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,2,30,0.62,COMPLETED,VERY_ACTIVE,7.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,14,4,20,0.64,COMPLETED,VERY_ACTIVE,6.7,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,1,30,0.93,COMPLETED,LIGHTLY_ACTIVE,8.4,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,1,20,0.55,SKIPPED,MODERATELY_ACTIVE,7.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,2,10,0.84,RESCHEDULED,LIGHTLY_ACTIVE,5.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,2,60,0.8,MISSED,MODERATELY_ACTIVE,8.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,6,20,0.51,NONE,SEDENTARY,8.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,6,20,0.34,RESCHEDULED,LIGHTLY_ACTIVE,4.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,2,30,0.4,NONE,VERY_ACTIVE,7.6,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,5,10,0.5,MISSED,MODERATELY_ACTIVE,6.9,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,13,3,15,0.59,MISSED,VERY_ACTIVE,6.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,0,20,0.47,RESCHEDULED,LIGHTLY_ACTIVE,5.9,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,22,6,30,0.9,COMPLETED,LIGHTLY_ACTIVE,6.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,13,4,60,0.89,COMPLETED,LIGHTLY_ACTIVE,6.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,11,6,15,0.48,RESCHEDULED,VERY_ACTIVE,5.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,6,1,30,0.92,NONE,SEDENTARY,7.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,6,30,0.31,SKIPPED,VERY_ACTIVE,6.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,4,45,0.42,RESCHEDULED,LIGHTLY_ACTIVE,7.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,2,15,0.48,SKIPPED,LIGHTLY_ACTIVE,7.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,4,20,0.93,COMPLETED,SEDENTARY,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,4,60,0.9,RESCHEDULED,MODERATELY_ACTIVE,8.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,5,10,0.62,COMPLETED,MODERATELY_ACTIVE,8.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,0,20,0.68,SKIPPED,MODERATELY_ACTIVE,8.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,7,3,30,0.83,MISSED,VERY_ACTIVE,7.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,4,10,0.89,NONE,MODERATELY_ACTIVE,4.2,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,1,30,0.34,RESCHEDULED,MODERATELY_ACTIVE,8.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,16,2,20,0.9,NONE,SEDENTARY,5.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,21,0,20,0.49,SKIPPED,LIGHTLY_ACTIVE,6.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,0,10,0.31,COMPLETED,MODERATELY_ACTIVE,7.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,14,4,20,0.5,RESCHEDULED,MODERATELY_ACTIVE,8.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,4,10,0.54,COMPLETED,MODERATELY_ACTIVE,9.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,3,20,0.71,MISSED,SEDENTARY,5.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,1,10,0.45,RESCHEDULED,LIGHTLY_ACTIVE,7.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,3,15,0.63,MISSED,LIGHTLY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,12,2,20,0.46,NONE,SEDENTARY,6.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,2,20,0.92,MISSED,MODERATELY_ACTIVE,6.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,4,20,0.62,NONE,VERY_ACTIVE,8.2,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,17,4,15,0.57,RESCHEDULED,VERY_ACTIVE,5.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,1,45,0.58,MISSED,MODERATELY_ACTIVE,8.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,1,10,0.41,SKIPPED,LIGHTLY_ACTIVE,10.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,2,30,0.65,NONE,MODERATELY_ACTIVE,8.2,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,6,20,0.75,MISSED,VERY_ACTIVE,5.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,0,15,0.31,SKIPPED,LIGHTLY_ACTIVE,8.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,17,3,20,0.6,COMPLETED,LIGHTLY_ACTIVE,8.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,2,45,0.74,MISSED,VERY_ACTIVE,7.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,1,30,0.78,MISSED,VERY_ACTIVE,7.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,7,6,30,0.91,RESCHEDULED,VERY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,16,4,15,0.82,RESCHEDULED,VERY_ACTIVE,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,4,15,0.4,SKIPPED,SEDENTARY,5.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,2,20,0.91,MISSED,LIGHTLY_ACTIVE,6.3,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,15,2,15,0.51,COMPLETED,LIGHTLY_ACTIVE,8.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,5,10,0.32,NONE,LIGHTLY_ACTIVE,8.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,6,30,0.52,NONE,SEDENTARY,7.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,15,5,45,0.5,NONE,SEDENTARY,5.9,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,8,1,45,0.34,SKIPPED,VERY_ACTIVE,10.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,7,3,20,0.38,NONE,SEDENTARY,6.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,3,20,0.8,SKIPPED,VERY_ACTIVE,8.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,2,10,0.7,COMPLETED,VERY_ACTIVE,7.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,4,20,0.5,SKIPPED,VERY_ACTIVE,6.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,11,0,20,0.34,MISSED,LIGHTLY_ACTIVE,8.0,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,5,30,0.53,NONE,LIGHTLY_ACTIVE,7.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,3,30,0.91,SKIPPED,LIGHTLY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,22,0,45,0.59,NONE,MODERATELY_ACTIVE,7.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,2,30,0.86,RESCHEDULED,LIGHTLY_ACTIVE,8.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,6,10,0.74,NONE,MODERATELY_ACTIVE,7.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,1,45,0.41,COMPLETED,SEDENTARY,6.6,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,11,5,30,0.5,RESCHEDULED,LIGHTLY_ACTIVE,7.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,17,6,20,0.63,COMPLETED,MODERATELY_ACTIVE,4.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,9,3,20,0.65,NONE,VERY_ACTIVE,7.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,6,30,0.87,SKIPPED,VERY_ACTIVE,7.2,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,22,4,20,0.64,MISSED,SEDENTARY,6.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,0,10,0.69,COMPLETED,MODERATELY_ACTIVE,6.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,6,15,0.4,RESCHEDULED,VERY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,1,30,0.93,COMPLETED,MODERATELY_ACTIVE,8.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,6,60,0.66,COMPLETED,VERY_ACTIVE,6.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,6,30,0.87,SKIPPED,LIGHTLY_ACTIVE,5.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,20,6,20,0.73,NONE,SEDENTARY,7.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,14,6,15,0.58,COMPLETED,VERY_ACTIVE,5.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,3,15,0.77,RESCHEDULED,SEDENTARY,8.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,1,20,0.31,RESCHEDULED,MODERATELY_ACTIVE,7.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,4,15,0.52,RESCHEDULED,VERY_ACTIVE,7.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,18,0,20,0.67,NONE,LIGHTLY_ACTIVE,9.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,22,0,20,0.41,NONE,MODERATELY_ACTIVE,7.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,22,0,30,0.89,MISSED,LIGHTLY_ACTIVE,7.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,9,3,10,0.87,SKIPPED,VERY_ACTIVE,6.8,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,21,4,10,0.48,SKIPPED,LIGHTLY_ACTIVE,6.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,5,30,0.44,NONE,LIGHTLY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,2,20,0.64,RESCHEDULED,VERY_ACTIVE,6.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,0,20,0.91,MISSED,MODERATELY_ACTIVE,6.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,6,30,0.48,RESCHEDULED,MODERATELY_ACTIVE,8.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,5,30,0.84,SKIPPED,VERY_ACTIVE,6.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,0,30,0.78,NONE,LIGHTLY_ACTIVE,6.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,3,15,0.7,RESCHEDULED,LIGHTLY_ACTIVE,9.1,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,6,10,0.59,COMPLETED,MODERATELY_ACTIVE,7.3,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,8,6,30,0.39,SKIPPED,VERY_ACTIVE,8.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,10,0,30,0.91,NONE,VERY_ACTIVE,4.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,2,20,0.66,SKIPPED,SEDENTARY,9.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,0,45,0.77,MISSED,LIGHTLY_ACTIVE,7.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,19,3,15,0.68,MISSED,LIGHTLY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,3,20,0.69,SKIPPED,LIGHTLY_ACTIVE,7.7,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,4,30,0.81,SKIPPED,VERY_ACTIVE,5.9,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,9,4,15,0.73,NONE,SEDENTARY,6.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,0,60,0.83,COMPLETED,MODERATELY_ACTIVE,9.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
